TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,Cluster
703.89,46.0,62.0,1.0,3583.67,Debit,San Antonio,Online,Engineer,1
1271.9,47.0,155.0,1.0,2120.8,Debit,Houston,ATM,Engineer,0
26.55,77.0,228.0,1.0,3085.38,Debit,Houston,ATM,Retired,0
147.4,42.0,259.0,1.0,6797.71,Debit,San Jose,Branch,Engineer,1
202.11,27.0,18.0,1.0,746.47,Debit,Memphis,ATM,Student,0
308.42,75.0,39.0,1.0,5427.81,Debit,Nashville,Branch,Retired,0
11.18,53.0,144.0,1.0,7467.3,Debit,Miami,ATM,Engineer,0
294.15,38.0,136.0,1.0,6362.16,Debit,Fresno,Online,Engineer,0
29.58,54.0,112.0,1.0,8345.26,Debit,Colorado Springs,Branch,Engineer,2
139.45,27.0,31.0,1.0,1305.76,Debit,Boston,Online,Student,2
432.63,29.0,137.0,1.0,13648.36,Debit,Colorado Springs,ATM,Doctor,2
131.43,43.0,65.0,1.0,1337.5,Debit,Charlotte,Online,Doctor,2
516.72,42.0,128.0,1.0,2015.69,Debit,Mesa,ATM,Engineer,0
121.82,69.0,123.0,3.0,8354.54,Debit,Colorado Springs,Online,Doctor,2
374.5,26.0,178.0,1.0,1671.51,Credit,San Francisco,Branch,Student,1
166.13,68.0,227.0,1.0,11822.53,Debit,Omaha,ATM,Doctor,1
626.9,23.0,146.0,1.0,587.11,Debit,Chicago,ATM,Student,2
466.85,56.0,165.0,1.0,5422.53,Debit,Austin,Branch,Retired,2
788.84,58.0,231.0,1.0,1913.73,Debit,Phoenix,Online,Retired,1
873.65,37.0,59.0,1.0,12139.83,Credit,Oklahoma City,Online,Doctor,1
525.28,69.0,134.0,1.0,4693.6,Debit,Colorado Springs,ATM,Retired,2
110.17,30.0,137.0,1.0,464.2,None,Raleigh,ATM,Engineer,1
632.69,80.0,76.0,1.0,4363.74,Debit,Denver,ATM,Retired,2
124.35,72.0,90.0,1.0,3319.76,Debit,Oklahoma City,ATM,Retired,1
43.85,62.0,122.0,1.0,4356.98,Debit,Fresno,ATM,Retired,0
283.81,28.0,29.0,1.0,1519.35,Debit,San Diego,Branch,Student,1
168.53,71.0,112.0,1.0,5962.58,Debit,San Francisco,ATM,Retired,1
218.59,40.0,123.0,1.0,6699.23,Credit,Denver,Branch,Engineer,2
132.84,21.0,143.0,1.0,822.73,Debit,Oklahoma City,ATM,Student,1
157.37,42.0,289.0,1.0,13964.31,Credit,Dallas,Branch,Doctor,2
144.77,20.0,159.0,1.0,867.32,Debit,Albuquerque,Online,Student,2
643.22,64.0,93.0,1.0,1035.86,Debit,Atlanta,ATM,Doctor,2
1392.54,41.0,297.0,1.0,13347.69,Debit,El Paso,Branch,Doctor,2
208.07,32.0,36.0,1.0,8478.9,Debit,Oklahoma City,Online,Doctor,1
94.3,57.0,57.0,1.0,11088.95,Debit,Phoenix,Branch,Doctor,1
295.5,59.0,36.0,1.0,6280.66,Debit,Mesa,ATM,Retired,0
30.23,44.0,99.0,1.0,481.13,Debit,Austin,ATM,Doctor,2
112.05,26.0,159.0,1.0,1122.88,Credit,Phoenix,ATM,Student,1
180.24,58.0,144.0,1.0,8431.23,Debit,Phoenix,Branch,Engineer,1
13.71,38.0,148.0,1.0,8342.79,Credit,Denver,Online,Engineer,2
96.54,58.0,95.0,1.0,7182.22,Debit,New York,Branch,Retired,0
79.35,67.0,70.0,1.0,1692.15,Debit,Los Angeles,Online,Retired,0
101.04,27.0,160.0,1.0,1695.57,Debit,San Antonio,ATM,Student,1
74.42,49.0,68.0,1.0,6264.21,Debit,El Paso,Online,Engineer,2
39.66,52.0,169.0,1.0,8497.34,Debit,Virginia Beach,Branch,Engineer,1
99.36,40.0,46.0,1.0,1272.12,Debit,Seattle,ATM,Doctor,1
123.85,56.0,244.0,1.0,3959.62,Debit,Las Vegas,Online,Engineer,0
426.93,19.0,248.0,1.0,476.19,Debit,Omaha,ATM,Student,1
133.73,25.0,123.0,1.0,1872.22,Credit,San Jose,Online,Student,1
222.39,49.0,73.0,1.0,3117.39,Debit,Virginia Beach,Online,Engineer,1
215.94,22.0,140.0,1.0,1841.69,Credit,Virginia Beach,Online,Student,1
6.3,80.0,283.0,5.0,7697.68,Debit,Columbus,Branch,Retired,2
826.23,29.0,209.0,1.0,7580.59,Debit,Colorado Springs,ATM,Doctor,2
211.36,35.0,67.0,1.0,7936.91,Debit,Columbus,Online,Engineer,2
131.46,67.0,258.0,1.0,6642.33,Debit,Charlotte,Branch,Retired,2
202.86,61.0,149.0,1.0,7642.25,Credit,Memphis,Branch,Doctor,0
268.39,26.0,171.0,1.0,136.74,Debit,Miami,ATM,Student,0
194.85,23.0,130.0,4.0,319.84,Debit,Jacksonville,Online,Student,0
137.35,40.0,220.0,1.0,12662.66,Credit,Sacramento,None,Doctor,1
712.75,44.0,25.0,1.0,8126.06,Debit,Philadelphia,Branch,Doctor,1
353.82,42.0,143.0,1.0,705.75,Debit,Milwaukee,ATM,Doctor,0
507.25,45.0,143.0,1.0,5331.57,Debit,Washington,Branch,Retired,1
212.74,27.0,128.0,1.0,7645.47,Debit,Seattle,Branch,Engineer,1
364.42,51.0,146.0,1.0,8119.73,Debit,Colorado Springs,ATM,Engineer,2
195.12,46.0,144.0,1.0,6101.15,Debit,Louisville,ATM,Doctor,0
230.61,80.0,204.0,1.0,2561.42,Debit,Raleigh,Branch,Retired,1
739.28,58.0,47.0,1.0,11905.64,Credit,Tucson,Branch,Doctor,1
390.35,64.0,61.0,1.0,7095.88,Credit,Omaha,ATM,Doctor,1
242.03,58.0,124.0,1.0,4382.73,Debit,Dallas,Online,Engineer,2
242.39,18.0,271.0,1.0,1328.73,Credit,San Antonio,ATM,Student,1
135.03,23.0,180.0,1.0,1278.0,Debit,San Francisco,ATM,Student,1
83.5,61.0,91.0,5.0,1749.79,Debit,Dallas,Branch,None,2
193.54,80.0,267.0,1.0,2929.51,Debit,Oklahoma City,Branch,Retired,1
617.36,29.0,61.0,1.0,8926.38,Debit,Kansas City,None,Engineer,0
775.23,59.0,38.0,1.0,5977.59,Credit,Albuquerque,Online,Doctor,2
266.57,72.0,100.0,1.0,7676.92,Debit,El Paso,ATM,Retired,2
153.4,45.0,144.0,1.0,4657.7,Debit,Mesa,ATM,Engineer,0
946.94,53.0,251.0,1.0,5579.11,Debit,Charlotte,Branch,Retired,2
5.12,34.0,90.0,1.0,3293.01,Debit,New York,Branch,Engineer,0
119.11,57.0,131.0,1.0,7998.25,Debit,Detroit,ATM,Engineer,2
1096.7,24.0,147.0,1.0,1093.89,Debit,Colorado Springs,Online,Student,2
119.72,30.0,123.0,1.0,3435.34,Debit,Tucson,Branch,Engineer,1
107.4,58.0,32.0,1.0,344.07,Debit,Virginia Beach,Online,Doctor,1
115.92,53.0,57.0,1.0,3897.17,Debit,Raleigh,ATM,Retired,1
438.04,67.0,247.0,1.0,5358.95,Debit,Philadelphia,ATM,Retired,1
677.29,27.0,287.0,1.0,627.79,Debit,Houston,Online,Engineer,0
296.0,35.0,248.0,1.0,7418.82,Debit,Las Vegas,Branch,Doctor,0
299.09,36.0,84.0,1.0,5615.26,Credit,Boston,Branch,Engineer,2
461.52,24.0,44.0,1.0,1995.18,Credit,Denver,Branch,Student,2
100.52,50.0,110.0,1.0,453.39,Debit,Las Vegas,ATM,Engineer,0
85.35,66.0,166.0,1.0,2173.76,Debit,Washington,ATM,Retired,1
79.76,39.0,170.0,1.0,6452.14,Debit,Raleigh,Branch,Engineer,1
778.49,75.0,107.0,1.0,7713.67,Credit,Omaha,Online,Retired,1
386.38,42.0,135.0,1.0,5528.36,Debit,Phoenix,Online,Engineer,1
165.25,35.0,106.0,1.0,9939.94,Debit,Sacramento,Online,Doctor,1
14.29,34.0,150.0,1.0,7016.99,Debit,Los Angeles,ATM,Engineer,0
232.79,55.0,145.0,1.0,2661.3,Credit,Indianapolis,Branch,Retired,0
1237.56,60.0,159.0,1.0,9410.17,Credit,Austin,Branch,Engineer,2
92.29,54.0,115.0,1.0,2026.32,Debit,Albuquerque,Branch,Engineer,2
293.97,68.0,153.0,1.0,7371.85,Debit,Phoenix,Branch,Retired,1
136.32,19.0,113.0,1.0,264.83,Debit,Miami,Online,Student,0
251.06,36.0,34.0,1.0,10001.66,Debit,Colorado Springs,Online,Doctor,2
50.17,77.0,35.0,1.0,7752.14,Credit,Sacramento,ATM,Retired,1
21.4,34.0,258.0,1.0,9594.11,Debit,Fresno,Branch,Engineer,0
73.28,21.0,21.0,1.0,1329.41,Debit,Boston,Branch,Student,2
70.23,38.0,260.0,1.0,11624.93,Debit,Memphis,ATM,Doctor,0
689.29,22.0,100.0,1.0,168.84,Debit,El Paso,ATM,Student,2
745.03,28.0,231.0,1.0,160.57,Debit,Fort Worth,Online,Student,0
54.61,58.0,160.0,1.0,7135.64,Debit,Milwaukee,ATM,Engineer,0
54.05,27.0,146.0,1.0,469.14,Debit,Louisville,Branch,Student,0
107.47,67.0,144.0,1.0,7517.5,Debit,Austin,Online,Retired,2
611.11,20.0,282.0,4.0,919.84,Debit,Detroit,ATM,Student,2
219.63,48.0,44.0,1.0,8013.63,Debit,Charlotte,ATM,Doctor,2
188.7,45.0,123.0,1.0,5077.06,Debit,New York,Branch,Retired,0
93.52,51.0,97.0,1.0,2791.2,Debit,Philadelphia,Online,Engineer,1
275.92,62.0,107.0,1.0,1777.38,Credit,Nashville,Branch,Retired,0
376.79,68.0,265.0,1.0,7749.14,Debit,Milwaukee,Branch,Retired,0
8.98,66.0,56.0,1.0,4516.76,Debit,Detroit,Online,None,2
697.32,68.0,91.0,1.0,2016.02,Debit,Atlanta,Online,Retired,2
17.45,18.0,88.0,1.0,1959.52,None,Omaha,ATM,Student,1
302.16,80.0,138.0,5.0,3876.61,Debit,Kansas City,Online,Retired,0
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Branch,Student,1
623.9,27.0,249.0,1.0,711.47,Debit,San Jose,ATM,Student,1
445.41,35.0,235.0,3.0,12154.66,Debit,Fresno,ATM,Doctor,0
63.41,26.0,36.0,1.0,1546.22,Debit,Fort Worth,ATM,Student,0
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,ATM,Doctor,0
71.95,59.0,53.0,1.0,9267.32,Credit,None,Online,Engineer,1
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Online,Retired,2
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,ATM,Retired,1
423.11,60.0,47.0,1.0,412.78,Debit,Columbus,ATM,Engineer,2
35.84,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Online,Retired,2
88.6,28.0,105.0,1.0,246.57,Credit,Raleigh,Branch,Student,1
1431.3,18.0,168.0,1.0,1058.13,Debit,Oklahoma City,ATM,Student,1
53.81,55.0,37.0,2.0,4734.11,Credit,Raleigh,ATM,Engineer,1
22.46,54.0,78.0,1.0,6631.5,Debit,New York,Online,Retired,0
334.89,21.0,260.0,1.0,1661.68,Debit,Fort Worth,Online,Student,0
319.27,54.0,59.0,1.0,5504.01,Credit,Omaha,Online,Retired,1
144.3,18.0,88.0,1.0,312.19,Debit,Oklahoma City,ATM,Student,1
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Branch,Retired,0
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,ATM,Doctor,1
99.11,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Online,Retired,1
539.35,55.0,127.0,1.0,3919.44,Debit,Milwaukee,ATM,Retired,0
188.99,58.0,92.0,1.0,7315.34,Debit,Oklahoma City,Branch,Engineer,1
1416.69,46.0,58.0,1.0,3740.73,Debit,Nashville,ATM,Engineer,0
710.14,26.0,227.0,1.0,465.63,Debit,El Paso,ATM,Student,2
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Online,Doctor,0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,ATM,Retired,0
0.99,45.0,133.0,1.0,4317.85,Debit,Los Angeles,ATM,Engineer,0
505.19,30.0,128.0,5.0,5326.68,Debit,Kansas City,ATM,Doctor,0
66.58,23.0,79.0,1.0,1636.32,Debit,Raleigh,Branch,Student,1
223.43,77.0,178.0,1.0,7932.41,Debit,Dallas,Branch,Retired,2
659.95,60.0,114.0,1.0,3927.69,Debit,Detroit,Online,Engineer,2
634.86,27.0,45.0,1.0,588.5,Debit,Chicago,ATM,Student,2
286.5,30.0,60.0,1.0,8517.95,Credit,Boston,Branch,Engineer,2
322.96,76.0,168.0,1.0,2401.59,Credit,Philadelphia,Branch,Retired,1
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Branch,Student,2
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Branch,Doctor,1
120.9,40.0,52.0,1.0,9009.42,None,Tucson,Branch,Doctor,1
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Branch,Engineer,2
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Online,Retired,1
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,ATM,Engineer,1
3.42,43.0,158.0,1.0,14180.21,Credit,San Antonio,None,Doctor,1
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Online,Doctor,0
493.42,39.0,111.0,1.0,2232.84,None,Baltimore,Branch,Engineer,2
37.57,57.0,42.0,1.0,7739.54,Debit,El Paso,ATM,Retired,2
127.0,19.0,68.0,5.0,431.16,Credit,Nashville,Branch,Student,0
96.89,59.0,53.0,1.0,6044.93,Debit,None,ATM,None,1
448.33,25.0,161.0,1.0,922.19,Debit,Atlanta,ATM,Student,2
1116.48,51.0,55.0,1.0,447.53,Debit,San Diego,ATM,Engineer,1
8.65,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Online,Doctor,0
65.57,41.0,82.0,1.0,4734.11,Debit,Miami,Online,Engineer,0
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Online,Engineer,1
363.53,63.0,142.0,1.0,1038.91,Debit,Kansas City,ATM,Retired,0
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Branch,Retired,2
358.18,18.0,157.0,1.0,619.86,Debit,Boston,ATM,Student,2
167.2,30.0,84.0,1.0,11320.83,Debit,San Antonio,Branch,Doctor,1
121.91,60.0,133.0,1.0,14510.8,Debit,Chicago,Branch,Doctor,2
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Online,Engineer,0
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Online,Doctor,1
463.92,50.0,199.0,1.0,2403.39,Debit,Mesa,Online,Engineer,0
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Online,Retired,0
214.93,28.0,52.0,1.0,7835.4,Debit,Albuquerque,Online,Student,2
660.02,20.0,84.0,1.0,414.43,Debit,Nashville,Branch,Student,0
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Branch,Engineer,1
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,ATM,Retired,1
42.55,53.0,29.0,1.0,7341.43,Debit,Seattle,Branch,Engineer,1
1063.25,21.0,128.0,1.0,1240.71,Credit,Omaha,Online,Student,1
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,ATM,Student,0
40.57,26.0,63.0,1.0,1476.91,Debit,Columbus,Branch,Student,2
120.24,18.0,131.0,2.0,1943.13,Debit,Milwaukee,Branch,Student,0
498.67,28.0,244.0,1.0,1719.97,Debit,Miami,Online,Student,0
227.22,53.0,220.0,1.0,832.82,Debit,El Paso,ATM,Doctor,2
1182.86,30.0,34.0,1.0,7696.16,Debit,Tucson,Online,Engineer,1
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,Online,None,2
629.82,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,None,Retired,2
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Online,Engineer,2
186.69,30.0,54.0,1.0,8602.22,Debit,New York,Branch,Engineer,0
230.46,19.0,179.0,1.0,162.53,Debit,Mesa,Online,Student,0
65.09,44.0,159.0,1.0,9370.9,Credit,Seattle,Online,Engineer,1
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Online,Engineer,0
552.02,44.0,100.0,1.0,522.08,Credit,Chicago,ATM,Engineer,2
377.12,34.0,61.0,1.0,836.67,Debit,Houston,ATM,Engineer,0
204.56,18.0,179.0,1.0,364.72,Credit,San Diego,Branch,Student,1
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Branch,Doctor,1
97.09,24.0,202.0,4.0,1579.57,Debit,Fort Worth,ATM,Student,0
124.59,27.0,171.0,1.0,129.29,Debit,Charlotte,Branch,Student,2
73.88,39.0,34.0,1.0,6474.41,Debit,Charlotte,Online,Doctor,2
77.43,21.0,169.0,1.0,4734.11,Debit,Raleigh,Online,Student,1
106.16,56.0,277.0,4.0,7487.79,Debit,Phoenix,ATM,Doctor,1
245.93,54.0,172.0,1.0,7986.63,Debit,Fresno,Branch,Engineer,0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,ATM,Doctor,0
43.73,34.0,145.0,1.0,9929.43,Debit,Omaha,ATM,Doctor,1
1282.86,19.0,68.0,1.0,1830.98,Debit,Austin,Branch,Student,2
2.03,33.0,28.0,1.0,3012.31,Credit,Detroit,ATM,Engineer,2
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Online,Doctor,0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Branch,Doctor,2
356.1,26.0,187.0,1.0,868.35,Credit,Fort Worth,Branch,Student,0
27.07,80.0,39.0,1.0,3773.29,Credit,Virginia Beach,Branch,Retired,1
119.89,67.0,60.0,1.0,6697.77,Debit,Tucson,ATM,Doctor,1
106.39,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Online,Doctor,1
12.04,37.0,58.0,1.0,6213.32,Debit,Fort Worth,Online,Engineer,0
365.7,21.0,115.0,2.0,368.78,Debit,Houston,Branch,Student,0
29.38,28.0,63.0,1.0,1663.31,Credit,Baltimore,Branch,Student,2
319.85,60.0,148.0,1.0,711.66,Debit,Denver,ATM,Doctor,2
350.14,75.0,38.0,1.0,2403.25,Credit,Los Angeles,Online,Retired,0
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Branch,Retired,1
170.53,24.0,58.0,1.0,801.01,Debit,Oklahoma City,Branch,Student,1
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,ATM,Engineer,2
41.49,24.0,13.0,1.0,928.33,Debit,Albuquerque,Online,Student,2
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Branch,Engineer,1
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Branch,Retired,0
220.41,26.0,155.0,1.0,5116.98,Credit,El Paso,Online,Engineer,2
33.46,72.0,111.0,1.0,3641.07,Debit,Seattle,ATM,Retired,1
104.79,70.0,223.0,1.0,1352.19,Debit,Denver,ATM,Doctor,2
246.27,29.0,141.0,1.0,7299.86,Debit,Fresno,Online,Doctor,0
48.85,19.0,176.0,1.0,1503.56,Debit,Dallas,ATM,Student,2
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,ATM,Retired,2
118.1,54.0,167.0,1.0,895.66,Debit,Memphis,Online,Engineer,0
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Branch,Doctor,0
295.64,21.0,82.0,1.0,1061.96,Debit,Jacksonville,Online,Student,0
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Branch,Student,1
992.17,43.0,112.0,1.0,6215.96,Debit,San Antonio,ATM,Doctor,1
94.59,39.0,34.0,1.0,6171.89,Debit,Washington,Online,Doctor,1
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Branch,Retired,2
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Online,Doctor,1
178.88,76.0,93.0,4.0,4708.29,Credit,Dallas,Branch,Retired,2
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Online,Student,0
10.65,54.0,161.0,1.0,13240.72,Debit,Louisville,Online,Doctor,0
198.62,27.0,84.0,1.0,1196.07,Credit,Tucson,Branch,Student,1
107.03,27.0,73.0,1.0,1408.07,Debit,Miami,Branch,Student,0
139.57,19.0,263.0,3.0,271.78,Debit,Fort Worth,ATM,Student,0
312.47,49.0,148.0,4.0,9419.27,Debit,Milwaukee,ATM,None,0
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Branch,Engineer,2
138.06,44.0,159.0,1.0,1070.47,Debit,Charlotte,Branch,Engineer,2
158.02,49.0,120.0,1.0,9374.24,Debit,New York,ATM,Engineer,0
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Online,Retired,2
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,ATM,None,1
110.49,57.0,48.0,1.0,10483.93,Debit,Raleigh,Online,Doctor,1
329.4,34.0,68.0,1.0,9588.07,Debit,Denver,Online,Doctor,2
635.4,47.0,106.0,1.0,1238.11,Debit,Denver,ATM,Doctor,2
769.97,22.0,23.0,1.0,1244.93,Debit,San Diego,Branch,Student,1
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Branch,Student,2
7.31,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Branch,Retired,0
175.15,27.0,32.0,1.0,4734.11,Debit,Detroit,ATM,Student,2
32.54,25.0,183.0,4.0,1544.88,Debit,Oklahoma City,Online,Student,1
121.82,60.0,119.0,1.0,4734.11,Debit,Dallas,Online,Doctor,2
56.12,30.0,102.0,1.0,8839.67,Debit,El Paso,ATM,Doctor,2
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Online,Retired,0
35.16,32.0,130.0,1.0,4734.11,Debit,Chicago,Branch,Engineer,2
35.73,65.0,87.0,1.0,9073.17,Debit,Miami,Branch,Doctor,0
3.44,78.0,108.0,1.0,7561.33,Debit,Fort Worth,ATM,Retired,0
1342.25,21.0,235.0,1.0,694.03,Credit,Fort Worth,Branch,Student,0
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Online,Engineer,0
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,ATM,Engineer,1
115.11,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Online,Engineer,2
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,ATM,Retired,1
168.54,70.0,142.0,2.0,13406.0,Debit,Oklahoma City,ATM,Doctor,1
420.76,51.0,112.0,1.0,6581.55,Debit,Miami,Branch,Retired,0
408.46,64.0,28.0,1.0,3140.79,Debit,Raleigh,Branch,Retired,1
1162.42,30.0,45.0,1.0,10357.26,Credit,Detroit,Online,Doctor,2
342.17,21.0,247.0,1.0,461.83,Credit,New York,Branch,Student,0
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,ATM,Engineer,1
821.54,79.0,36.0,1.0,4040.32,Credit,Atlanta,Branch,Retired,2
253.47,20.0,238.0,1.0,220.51,Debit,Atlanta,Branch,Student,2
22.81,62.0,75.0,1.0,3634.76,Debit,New York,Online,Retired,0
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Online,Engineer,2
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Online,Retired,0
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,ATM,Retired,2
810.36,20.0,67.0,1.0,9239.12,Debit,Columbus,ATM,Student,2
9.83,24.0,86.0,1.0,666.42,Debit,Memphis,ATM,Student,0
135.57,51.0,116.0,1.0,11351.64,Credit,Boston,Branch,Doctor,2
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,ATM,Engineer,2
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Branch,Engineer,2
100.99,68.0,114.0,1.0,8865.27,Debit,New York,ATM,Doctor,0
90.88,18.0,176.0,1.0,3908.47,Debit,Albuquerque,Branch,Student,2
655.15,26.0,264.0,1.0,5587.44,Debit,Seattle,ATM,Engineer,1
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Online,Engineer,0
41.51,28.0,48.0,1.0,609.6,Debit,Phoenix,Online,Student,1
71.53,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Branch,Retired,0
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Branch,Retired,0
235.4,28.0,70.0,1.0,818.36,Debit,Detroit,Branch,Student,2
159.32,18.0,100.0,1.0,304.44,Debit,Seattle,Branch,Student,1
50.83,30.0,48.0,1.0,9553.42,Credit,Philadelphia,Online,Doctor,1
56.89,59.0,56.0,1.0,3034.67,Credit,Houston,Branch,Engineer,0
20.22,43.0,138.0,1.0,5515.32,Debit,Jacksonville,ATM,Engineer,0
50.4,36.0,84.0,1.0,1677.01,Debit,San Antonio,Branch,Doctor,1
73.88,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Branch,Retired,0
119.61,33.0,53.0,1.0,9899.94,Debit,San Diego,ATM,Doctor,1
1241.05,18.0,129.0,1.0,756.74,Debit,Miami,Branch,Student,0
116.58,43.0,247.0,1.0,2620.74,Debit,Raleigh,Branch,Engineer,1
1919.11,30.0,161.0,1.0,11090.24,Debit,Portland,ATM,Doctor,1
391.96,64.0,79.0,1.0,2174.16,Debit,None,ATM,Retired,1
156.26,46.0,160.0,1.0,7854.1,Credit,Virginia Beach,Branch,Engineer,1
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,Branch,Engineer,1
443.68,18.0,137.0,1.0,874.15,Debit,Tucson,None,Student,1
101.76,31.0,26.0,1.0,6043.25,None,Philadelphia,None,Doctor,1
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,Branch,Engineer,2
326.29,56.0,179.0,1.0,8171.26,Debit,Denver,Online,Engineer,2
158.56,33.0,100.0,1.0,5401.21,Debit,Sacramento,ATM,Doctor,1
56.02,27.0,142.0,1.0,3548.02,Debit,Memphis,Online,Student,0
288.28,27.0,36.0,1.0,160.83,None,Portland,Online,Student,1
245.67,24.0,107.0,1.0,752.25,Credit,Portland,Branch,Student,1
152.18,39.0,176.0,4.0,2459.84,Credit,Los Angeles,Online,Engineer,0
114.35,41.0,21.0,1.0,469.12,Credit,El Paso,Branch,Engineer,2
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,Online,Doctor,0
504.63,60.0,168.0,1.0,3806.16,Debit,Portland,Online,Engineer,1
126.22,46.0,77.0,4.0,6133.41,Debit,Atlanta,ATM,Engineer,2
820.15,47.0,181.0,1.0,8802.97,Debit,Kansas City,Branch,Doctor,0
986.81,68.0,127.0,1.0,14881.77,Credit,Houston,Online,Doctor,0
8.37,63.0,135.0,1.0,1106.34,Debit,Colorado Springs,ATM,Retired,2
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,Online,Retired,0
637.97,58.0,90.0,1.0,7949.03,Debit,New York,Branch,Retired,0
13.52,26.0,65.0,1.0,259.77,Debit,Seattle,ATM,Student,1
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,ATM,Engineer,1
375.17,51.0,66.0,2.0,5495.3,Debit,Fort Worth,ATM,Engineer,0
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,Branch,Doctor,0
78.44,52.0,292.0,1.0,6870.84,Credit,San Jose,Online,Retired,1
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,Branch,Engineer,0
499.99,31.0,296.0,1.0,8885.0,Debit,San Jose,Branch,Engineer,1
10.07,24.0,49.0,1.0,530.81,Debit,Albuquerque,Online,Student,2
120.62,23.0,85.0,1.0,9379.53,Debit,Raleigh,ATM,Student,1
578.49,59.0,180.0,1.0,6475.13,Debit,Nashville,Branch,Retired,0
119.3,34.0,22.0,5.0,319.04,Debit,Mesa,Branch,Engineer,0
280.92,41.0,168.0,1.0,5298.85,Debit,Phoenix,Online,Doctor,1
42.42,21.0,102.0,1.0,490.57,Debit,Sacramento,Online,Student,1
